x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-0.279079, -1.109736, 29.282936, -1.189075, -1.876770, 0.708727, -2.010281, 0.137644, -2.982514, -0.589714, -2.671676, -2.245657, 0.754196, 0.255409, 0.433227, -2.622931, -34.349641, -1.242476, 0.899443, -1.396016, -1.783295, -0.566320, -1.467971, -0.261160, 0.134004, -1.363778, -1.239462, -2.057364, -1.570221, -2.095074, -2.112994, -1.078745, 0.379058, 0.358874, -3.074843, -0.709782, -2.456630, -0.950687, -1.238501, -0.399405, 2.132773, 0.190777, -0.503613, -1.094086, 2.361582, 0.508537, -0.950091, -0.126996, -0.503994, -2.104033, -0.771186, -0.738526, -2.176444, -1.740514, 1.753582, -1.745148, -2.129198, -1.203199, 1.904519, -1.191623, -2.174403, -0.830919, -1.917833, -0.370408, -0.538287, 0.168376, -1.045725, -0.989555, -1.666227, -2.824501, -1.840402, -1.346760, -1.449238, -0.724460, 1.697393, -0.096462, -1.905725, -1.565984, 0.607034, -0.762608, -1.643395, -0.353597, -2.213905, -0.757842, -0.205449, -0.693622, -0.648451, 1.030350, -2.312254, -2.194204, -1.551987, 0.934434, 7.153377, -0.509193, -1.150023, G, J, G, I, H
1.087275, 1.679080, 30.091651, 0.687464, 0.917302, 1.954452, -1.188085, 1.083164, -0.244118, -0.205966, -0.247063, 1.573772, -0.661423, 0.308320, 0.999862, -1.579424, -32.832698, 0.504443, -0.460191, 0.105367, -1.305414, -0.103704, -0.245834, 0.383624, 0.600733, 1.023488, 0.827319, 0.567830, 0.251903, 1.002221, 0.928151, 0.030150, 2.192034, 2.161122, -0.221783, 0.490571, -0.782507, 0.056447, 1.325589, -1.013224, 3.082244, 1.634614, 3.295356, -0.764863, 2.027368, -0.002087, -0.514468, 1.500644, 0.289034, -0.851820, 1.558215, 0.575439, -0.346072, -0.265932, 2.792508, 0.254712, -0.970556, 0.748328, 0.891265, 0.223686, -1.888048, 2.356957, -0.168094, -0.611141, 0.411653, -1.118427, 0.459921, 1.725820, -0.788738, -1.139282, 1.088254, 1.817376, 0.774580, -1.677103, 1.203765, 1.377753, -0.114834, 0.254997, 2.094766, -0.900470, -0.104853, -1.082035, -0.323039, 1.212098, 0.432762, -0.033701, 0.408666, 2.353275, -0.509938, -0.173674, -0.047754, 0.584357, 7.703446, 1.423885, 0.818090, G, I, H, K, G
-0.471711, -1.382190, 28.498482, -0.974957, -0.773964, 0.939153, -0.681572, -1.466577, -0.623379, -1.209307, -1.479343, -0.056770, -1.243636, 0.013130, 1.325748, -1.497747, -35.000779, 0.042110, -0.289496, -1.684275, -1.438258, 0.439081, -2.548788, -0.527905, -1.356485, -1.344090, 0.301943, -1.382731, -0.609561, -2.173226, 0.300012, -0.306912, 0.284058, 0.438674, -2.390338, -1.229143, -1.416443, -1.445954, -2.749831, -0.355900, 2.415531, 0.209483, 0.839594, -1.550541, 2.126530, 0.997257, -0.466061, -0.260502, -1.477284, -1.477518, -1.681762, 0.434197, -1.643545, -1.792631, 0.849024, -1.297771, -2.864265, -1.092089, 0.093815, -1.867631, -2.237558, -0.086821, -0.717892, -1.696651, -0.104229, -0.025616, -0.305025, -1.271871, -1.189746, -2.567947, -0.760631, -0.579311, -0.572041, -1.843892, 0.641426, 0.425351, -1.486461, -0.926700, -1.267183, -1.087428, -1.753756, 0.045683, -0.656047, 0.651330, 0.924266, -1.947359, 0.143073, -0.004501, -1.227676, -2.753629, -0.448311, 1.099230, 7.604692, -1.371271, -0.439348, K, H, H, G, I
-1.505200, -1.782953, 28.033016, -1.609733, -0.090914, 0.678663, -0.355475, -0.272339, -0.777990, -3.250017, -1.598303, -0.602172, -1.224624, -0.420531, 0.364189, -0.185329, -33.431234, 0.792382, 0.217358, -0.726290, -0.530822, 0.201651, -2.001471, -1.153955, 0.110159, -0.273201, 0.804209, -1.764860, -1.161272, -1.783058, 1.398132, 0.045682, -0.578039, 1.114717, -1.418631, 0.806733, -1.471736, -1.129781, -0.190337, -0.122115, 1.042348, -0.318922, 1.329476, -1.771203, 1.116597, 0.314530, -0.452287, 0.576122, -1.438774, -0.309349, -1.760619, 1.150611, -1.943748, -0.213923, 1.843564, -0.716387, -1.358648, 0.127915, -0.313180, -0.053373, -2.439276, 1.845148, -0.353476, -0.297694, -0.769974, -0.752935, -0.647835, 0.251757, -1.446575, -1.463469, -0.262145, -0.438075, -0.449811, -2.443153, -0.629098, 1.037640, -2.285440, 1.368648, -0.497738, -2.029183, -0.742830, -0.669870, -0.570824, 1.081530, 0.131544, -0.776840, -0.234337, -0.739900, -0.895731, -0.228638, -0.889741, 2.341501, 6.862068, -0.582461, 0.845459, H, NaN, H, G, I
1.128502, -1.129657, 29.064877, 0.783170, 0.894089, 1.646391, -1.554172, -0.299781, -1.615349, -1.840769, -1.134024, 0.555970, -0.738811, -1.886378, 0.323114, -0.915458, -33.236825, -2.302805, -1.332285, -1.855399, -1.623164, 0.935556, -1.150119, 0.982567, 0.959295, 0.046362, -0.218235, -1.455638, -0.226378, -0.652172, -0.903182, 0.626698, -0.898846, 3.316270, -0.918988, -1.431648, 0.465666, -0.318410, -1.214862, -1.737171, 0.941355, 0.527866, -1.320814, -0.683928, 0.408279, -2.287377, -1.051860, 0.303949, -0.492570, 0.458951, -0.187342, 0.623889, 0.323426, -2.202936, 2.237527, -2.660121, -2.193132, -0.029655, 0.116349, -1.348579, -0.703642, 0.603321, -0.611697, -1.406397, -1.080528, 0.318518, -3.593138, -0.545688, -1.617247, -1.809797, -1.716759, -0.110075, -1.810632, -1.034712, 1.215636, 0.182634, -0.226891, -2.723349, -0.696749, -2.088363, -2.645251, -0.830077, -1.987632, -0.148177, -0.860007, -0.638012, -1.232057, -0.951022, -1.502593, -2.298050, 1.378724, 0.192102, 4.942944, -0.642418, 0.272816, K, I, I, NaN, I
1.468924, 0.117030, 31.484909, 1.172918, -0.015116, 1.872381, -0.641360, 0.364799, 1.941926, -2.029181, 0.000917, 0.532122, -1.031083, -0.478268, 1.948018, -0.649973, -31.189382, 0.047971, 0.990489, 0.723026, -0.848563, -0.169985, 0.869666, 0.388291, 0.725128, -0.597384, 2.338862, 1.854475, 0.768342, 0.712742, 1.659503, 0.466270, 2.009826, 3.459044, 0.659132, 0.337845, 1.500171, 1.281958, 0.374675, 0.754881, 3.366532, 0.840446, 3.106324, 0.410016, 1.437472, -0.524394, -0.346110, 0.538903, -1.017410, -0.411188, -0.305402, 1.887858, -0.186357, 0.962439, 1.740720, 1.828563, 0.767865, 1.996227, 2.724732, 2.194240, -0.340088, 4.433884, -0.630792, -0.234407, 1.354931, 1.060283, 0.678129, 1.617568, -0.684263, -0.075655, 0.800396, 0.586831, 2.069979, 0.179483, 2.271196, 3.228116, 0.166751, 0.603227, 2.736495, -2.563198, -0.925835, -0.633792, 0.726296, 1.292995, 1.492613, 1.045272, -0.010510, 1.884189, 0.494678, 0.353322, 1.569827, 0.730252, 6.984400, 0.610953, 1.265259, K, I, K, I, G
-0.898034, -1.715905, 26.985630, 1.620086, 0.701894, 1.305750, -1.422850, 0.281107, 0.158688, -2.275873, -1.181148, -0.961915, -0.536460, -1.603848, 1.248759, -0.714054, -34.292242, 0.948059, 0.581488, -0.333511, -0.993736, 1.308457, 0.626543, -1.071105, 0.729529, -0.816760, -0.401811, -1.178992, -1.062391, -1.856027, 1.523270, -1.019429, 0.081448, 2.722245, -2.412072, -1.270663, 0.587405, -1.057741, -1.556865, -0.590336, 2.075773, 1.359833, 0.789866, -0.797969, -0.567085, -0.460097, -0.669002, 1.379066, -2.204339, -0.863569, -0.919883, 1.010652, -0.868949, -0.527637, 2.220518, 1.386614, 0.039413, 1.147555, -0.816428, -0.473094, -1.322000, 0.599488, -0.663464, -2.078975, 0.404450, -1.268171, -0.911025, 0.742405, -2.310960, -2.169876, 0.734163, -1.210676, 1.383336, -2.879288, -0.300246, 2.839113, -0.877125, -0.624889, -0.816345, -2.289072, -0.048411, -1.765420, -0.080935, 1.454910, 1.393934, -2.369986, 0.152246, -0.889601, -1.386258, -1.254177, -1.508346, 1.243790, 5.994764, -0.885452, 1.177383, I, H, J, I, K
-0.272487, -1.628591, 30.124493, -0.512901, -0.190668, 0.973613, -1.602763, -0.357367, -0.678534, -2.965611, -1.734815, -0.018120, -0.587238, 0.214255, 0.566324, 0.483827, -34.817888, 0.057692, -0.210523, -0.223676, -1.998532, 1.747204, -0.861744, 0.887199, -0.544528, -2.054206, 0.411747, -1.481670, -0.532385, -2.222566, 1.189610, 1.423829, 1.955849, 1.259343, -1.265209, -0.856717, 0.979388, 1.382122, 0.669739, 0.093578, 1.935606, -0.443403, 0.741015, -1.529345, 2.512724, -0.427479, 0.701972, 1.291847, -0.910779, -0.442895, -1.026372, 1.395806, -0.917715, -0.650189, 1.543378, 0.226307, -0.573097, -1.125654, -0.278244, -0.630540, -2.189555, 2.500679, 0.526625, 0.023343, -0.380775, -1.417847, -1.963319, -0.593753, -0.473540, -0.521551, -2.034675, -0.213302, 1.246568, -0.101306, 1.411395, 1.411921, -1.288819, -0.067372, 1.565453, -0.783421, -1.519831, -0.237786, 1.488813, 1.433590, 0.214424, -0.246746, 0.488545, 0.586637, -1.235345, -1.554330, 0.804870, 1.734149, 6.458920, -0.635319, 0.112188, G, K, G, G, H
-0.303637, -0.174714, 29.469501, -0.194523, 1.357750, 1.433531, -0.863527, -0.202469, 0.280943, -2.318995, -1.727822, -0.317254, 0.018806, 0.268661, 0.709813, -0.906841, -33.102440, 0.680692, 1.068198, 0.074579, -1.055196, 0.778730, -1.299928, -1.292335, -1.005761, -0.955414, 1.304006, -0.613755, -0.364106, -1.249287, 0.867624, 1.218391, 1.795186, 2.281225, -2.120606, -0.663474, 1.682984, 0.695825, -0.404626, 1.350923, 2.824047, 1.411955, 2.447163, 0.590478, 1.805940, 1.809127, -0.698552, 0.760630, -2.312149, -1.296391, -0.149149, 0.901331, -0.630986, -1.272280, 2.316656, 0.316789, -1.061068, -0.084855, 0.433181, -0.871813, -0.733552, 1.678569, 0.145451, 0.413533, -0.586330, -0.104741, -1.631828, 0.394211, 0.201810, -1.004258, 0.602450, -0.433775, 0.381369, -1.172451, 2.714605, 1.086195, 0.062544, 0.037866, -0.338190, -1.364261, 0.978684, -0.474108, 0.632937, 1.189797, 1.788320, -1.222913, 1.402107, 1.194777, -0.191165, -1.582474, 0.592468, 2.149477, 8.087897, -0.407636, 0.730742, NaN, NaN, G, J, G
0.794341, -0.475797, 29.883081, 0.758574, 1.264873, 1.021272, -1.981737, -1.136393, 0.473016, -1.560885, 0.148272, 0.063209, -0.057054, -0.310658, 0.751739, -0.941041, -34.866413, 0.691616, -2.556664, -0.024908, -0.399992, 0.182319, 0.754281, 1.042970, -0.288825, -1.918815, 1.114637, -0.540120, -0.887236, -0.098692, -0.367601, 1.753197, 0.828573, 0.774669, -1.101554, -0.081289, 1.739671, 0.362682, -0.094495, -2.018708, 2.861586, 1.447058, 1.229151, -2.218796, 2.822147, -0.670520, 0.796206, 0.824042, -0.251500, -1.245085, -1.077599, 0.790028, -1.858470, -1.089199, 1.402800, -0.240887, -0.785020, -1.986366, -0.526691, -0.717417, -2.358997, 2.915048, 0.089307, -1.868441, -0.482805, -1.166873, -2.324329, -1.485965, -1.730636, -0.994936, -1.178199, -0.437724, 1.215555, -0.007718, 0.768114, 0.386743, -2.688772, -1.035584, 0.686713, -1.979956, -0.318188, 1.380958, 1.055006, 2.269529, -0.492951, -0.545981, 0.924201, 0.985891, -0.587754, -2.002010, -0.106543, 0.568591, 7.589464, 0.374720, -1.039255, G, NaN, J, NaN, NaN
0.627612, 1.097360, 29.793828, 0.926923, -0.878191, 1.507366, -2.158870, -0.515172, 1.059187, -0.913665, -1.245647, -0.703274, -1.080460, 0.029965, -0.192969, 0.065938, -33.221189, -1.322988, 1.675226, 1.036018, -0.625809, 1.275445, -0.678560, 0.324492, 0.319656, -0.706492, 0.894853, -1.564093, -0.876314, 0.750416, 0.357608, 0.196388, 1.019311, 2.233997, -1.240443, -0.458329, 0.087023, -0.518031, -0.813461, -0.170345, 2.957549, -1.116364, 1.940954, 0.620405, -0.008609, -0.633182, 0.582243, 2.167192, -1.712730, -2.139338, 0.027556, 0.698753, -1.969764, -0.691676, 1.191989, 0.455873, 0.355743, -0.501177, 0.653790, -0.886844, -1.339120, 0.987795, 0.252396, -1.088983, -0.966052, -0.462805, -1.682106, 1.044776, -1.435028, -1.287835, -0.494602, -0.769074, 0.431520, -0.764368, 1.080623, 2.098780, -1.783296, 0.582262, 1.477249, -1.449373, 0.154857, -0.030104, -0.447281, 2.133777, 1.198837, -0.346656, -2.344773, 2.141238, -0.194094, -0.739486, 0.598657, 2.254262, 7.046514, 1.636230, -0.594269, H, K, J, G, H
2.340338, -0.214395, 30.687391, 1.260352, 0.753956, 1.531153, -1.814962, 1.186839, 0.750295, -1.109344, 0.285018, 1.408887, 3.028571, -0.031749, 2.702065, 0.356107, -31.168523, 1.248128, 1.508965, 0.805466, 1.422033, 1.653222, 2.076598, 1.225183, 2.272422, 0.771520, 1.772049, 1.390128, 0.174764, 0.522628, 1.025489, 2.583627, 3.077825, 3.202695, -0.205086, -0.050605, 2.875789, 1.379193, 2.095022, 1.172447, 4.704957, 2.309030, 1.636188, 0.178708, 3.439539, 1.219165, 0.893786, 2.922059, 0.915919, 1.792369, 1.337969, 2.249377, -0.161663, -0.427566, 2.859752, 0.781420, 2.010015, 0.073961, 2.839286, 0.572325, -0.582272, 3.659321, -0.032212, 1.562672, 1.954452, 2.595530, -0.130908, 0.577430, 0.031155, 0.304125, 0.732202, -0.592958, 2.127995, 2.131231, 4.419664, 2.708958, 0.881825, 0.460310, 2.482318, -1.294332, 2.284199, 1.354149, 0.828562, 2.393954, 1.216596, 1.171871, 1.519085, 1.537853, 0.358244, 1.355413, 2.325243, 1.475633, 8.258309, 0.348707, 1.547622, H, J, K, I, J
-1.352511, -1.546101, 27.761548, -0.938886, -1.378908, 0.494806, -2.715634, -0.890144, -2.793807, -2.568494, -3.971250, -1.495677, -1.884628, -2.381251, -0.045504, -2.751985, -35.348686, -2.021127, -1.049200, -1.421189, -2.802589, -0.999635, -1.481578, -2.702932, -2.034168, -0.914626, -1.446648, -2.157566, -2.363701, -2.808635, -1.050149, -0.520830, -0.936773, -0.670006, -2.438952, -2.730249, -2.110637, -3.175946, -0.540313, -0.791577, 0.919888, -2.026432, -0.485781, -1.890189, -0.037492, -2.481653, -1.230964, 0.102422, -2.485128, -2.574920, -2.782749, -0.940879, -3.605707, -1.964879, 1.049965, -2.844280, -1.146585, -1.929647, -0.823906, -3.281212, -3.816717, -0.637606, -2.828335, -1.850006, -1.681317, -0.592680, -3.027894, -0.672241, -2.401194, -4.297877, -0.704221, -2.696408, -2.755905, -3.406379, 0.462057, -0.644586, -3.599905, -2.111589, -0.257891, -2.914058, -1.882120, -1.977376, -1.900187, 0.725619, -0.860506, -2.404690, -2.583794, -1.125704, -2.305491, -3.296418, -0.978243, -0.940166, 4.999835, -2.311997, -1.279973, H, J, H, H, H
-0.233681, -2.819690, 28.712976, -0.425547, -0.064064, -0.556559, -2.493836, 0.093146, -2.494288, -4.006782, -3.074281, -2.478263, -0.471338, -1.299163, -0.308029, -2.461567, -34.809188, 0.571640, 0.042256, -1.219734, -1.749281, -0.322790, -1.699678, -1.125172, 0.032701, -0.966092, -0.608876, -1.316924, -1.140036, -2.355291, 0.726680, -0.752912, -0.334465, 1.305598, -2.930867, -1.302433, -1.101089, 0.061587, -1.966447, -1.407662, 0.924415, -0.397348, 0.418696, -1.539106, -0.618426, -0.214806, -1.203686, -0.343341, -2.076219, -2.575713, -1.278116, -0.450867, -2.245172, -1.032127, 0.582061, 0.523889, -1.434926, 0.226929, 0.258391, -1.366161, -2.578138, 0.078702, -2.090733, -0.867230, -1.117751, -2.157076, -2.976899, 0.711575, -2.812810, -1.796084, -0.379459, -1.531649, -0.519641, -0.971761, 0.612989, -1.146284, -1.613107, -1.754244, -0.785870, -1.795242, -1.152444, -1.923756, -0.593138, -1.009541, -0.965126, -1.546967, 0.148411, -0.919421, -1.266204, -2.873671, -1.242960, -0.564269, 5.082974, -1.178187, -1.537332, K, I, G, H, I
-1.027186, -1.623343, 27.742180, -0.903694, -0.499297, 0.721377, -2.886231, -1.091993, -0.629469, -3.296807, -2.617535, -1.432305, -1.914514, -2.151238, -0.829299, -1.865892, -35.061175, -2.442804, -0.291353, -1.290852, -1.047447, -0.344342, -2.004581, -1.098899, 0.247424, -2.489356, -0.978532, -1.782251, -2.721553, -1.275968, -0.216491, -1.050952, -0.341354, 0.871833, -3.431900, -1.871480, -0.225652, -1.213708, -3.136051, -1.338576, 2.395543, -0.119928, 0.389083, 0.761601, 0.778398, -1.289455, -1.098397, 0.445331, -2.659278, -1.527174, -1.311509, 0.367727, -2.545465, -1.223822, 1.083096, 0.297428, -1.335365, -1.912401, 0.413838, -1.529434, -3.497352, 1.224894, -1.175434, -1.360605, -2.746761, -1.599525, -2.129140, -0.429015, -1.338299, -2.746564, -1.348988, -2.114603, 0.241643, -2.587579, 0.265356, 0.166580, -2.030296, -1.309872, 0.099403, -2.533711, -2.515589, -0.855129, -2.369344, 0.504206, -0.878483, -1.060963, -2.838030, 0.282941, -1.991531, -1.175559, -2.778590, -0.380118, 6.518119, -1.429054, -1.122021, G, H, NaN, NaN, I
-0.382578, -2.579021, 31.263029, -0.243802, 1.282286, -0.406823, -2.670206, 0.424410, -1.878309, -2.896460, -1.151464, -1.363888, -0.249066, 2.069038, -0.375938, -0.449726, -33.134001, -0.367358, -0.657342, -0.759271, 0.054217, 1.111868, 0.042096, 0.290734, 0.626643, -0.754147, -0.205683, -1.238717, -3.181142, -1.074773, -1.626284, -0.195517, 0.963122, 1.276800, -2.666611, 0.340305, 0.883581, 1.219204, 0.008610, -2.263738, 0.993648, 1.473373, 0.768862, -0.409608, 0.294407, -1.021567, -0.768147, 2.191087, -1.184931, -2.248818, -0.442772, 1.123189, -1.927719, -1.421279, 0.309889, -0.404884, -0.165784, -0.057115, 0.230910, -1.467455, -1.660058, 1.010216, -0.079984, 0.294354, -1.393541, -2.011239, -2.718760, 0.426355, -1.661640, -1.837799, -0.280336, -1.374506, 0.266227, 0.529820, 0.158886, 0.976048, -2.024978, -0.652025, 0.805586, -2.404625, -0.338577, -0.611782, -0.389399, 0.680822, -0.036204, 1.114313, -0.752626, 1.101201, -0.662951, -1.871203, 0.095405, 2.648895, 5.491863, 1.215491, -0.346328, H, G, K, NaN, I
-2.236902, -2.439840, 25.587695, -1.525879, -0.947695, -0.582535, -4.665041, -2.937742, -1.722629, -2.400717, -2.567956, -1.324807, -2.079920, -2.147661, -0.702299, -3.032163, -34.067309, -1.631971, -1.675107, -2.261654, -3.081252, -1.650200, -2.037970, -2.629521, -0.735840, -2.119309, -1.861029, -1.850946, -1.044000, -3.688881, -1.238888, -1.583609, -0.952429, -1.141520, -3.537019, -3.102673, -2.525662, -3.148161, -3.076157, -2.707493, 2.262902, -1.625946, -0.317386, -0.847727, -1.957202, -2.906122, -3.471819, -1.025984, -2.466586, -1.468626, -3.169083, -0.835755, -2.070760, -0.604308, -0.004038, -0.876290, -1.471747, -1.226876, -0.830703, -1.886584, -3.743537, -0.304351, -3.444341, -1.495258, -2.073194, -1.389605, -3.881839, -2.713465, -2.067862, -2.838290, -1.936141, -1.478283, -0.982393, -2.779725, -2.331868, -0.221122, -1.946846, -3.695769, -1.706329, -4.102666, -2.758828, -1.953003, -3.092226, 0.680276, -1.316195, -2.027850, -2.169724, -2.501072, -2.526385, -2.580506, -3.048721, -1.170966, 6.586134, -0.281496, -2.380397, I, I, I, J, K
-0.782937, -1.053085, 29.010820, 0.629863, 0.908008, 0.423400, -1.797011, 0.028644, -0.962547, -2.355257, -0.944792, 0.050644, -1.054720, -0.398416, 0.515438, -1.025048, -32.279500, -1.144163, 0.418609, -0.500806, 1.840884, 1.031979, 0.479853, -0.790689, -0.001902, 0.260192, 0.837647, -0.393412, -0.157881, -0.452168, 0.551625, 1.121841, 0.499461, 2.257692, -0.944221, -0.371523, 0.533865, -1.620366, -0.196144, -0.664404, 1.676441, 1.623506, 0.706497, 0.509190, -0.248776, -0.079882, -1.604918, 1.296650, -0.880805, -0.018982, -0.859539, 2.796261, -2.143816, -0.632287, 1.403510, 0.313194, -1.569584, 0.354003, 2.351350, 0.804217, -0.439828, 1.959984, 0.148342, 0.671279, -0.257853, 1.270946, -1.972776, 0.479868, -0.510723, -0.261600, -1.319701, 0.635561, 0.051859, -1.020462, 0.695840, 1.008594, 0.247157, -0.790260, 0.735772, -2.770223, -0.087086, -0.790870, -0.762188, 1.506299, -0.776862, 0.783632, 0.205419, 0.619116, -2.759841, -0.235769, -0.880245, 1.135751, 6.117739, 0.401415, 1.198325, J, NaN, H, K, I
0.726339, 0.234582, 30.045402, 0.522483, 0.719736, 1.173752, -0.636272, 0.567027, 1.132178, -0.832861, 0.233848, -0.075580, -0.220231, -0.168064, 1.797856, 0.655459, -32.330089, 1.319917, 1.561997, -0.420408, -0.987863, 1.333306, 0.981031, -0.949350, 0.719073, -0.257275, 2.484541, -0.976138, 0.244570, -1.442711, 0.249549, 2.018192, 2.119969, 2.676017, -0.002234, -0.089877, 1.927793, 1.438906, 0.381546, -0.157658, 2.824870, 2.475006, 2.078363, 0.849739, 2.306540, -0.005630, 0.367753, 0.747816, -0.298075, -0.790310, -0.793176, 1.478623, -0.297940, 1.834338, 3.120344, 1.013112, -0.461465, 0.705797, 2.827481, 1.784141, -1.096206, 2.122740, 0.988171, 1.062002, -0.933224, 0.077777, -0.292597, 1.716977, -0.293626, 0.928336, -0.902492, 0.447544, 1.280113, 0.039237, 2.881477, 1.972140, -1.156935, 0.163662, 2.225273, -0.332274, 0.342416, 0.603514, 0.673911, 1.564336, 2.067351, 0.124795, 0.291408, 1.350645, 0.428630, -0.192354, 0.099888, 1.150228, 7.245620, -0.204844, 0.124883, H, NaN, I, NaN, NaN
-1.194328, -0.839923, 27.837374, -0.145940, -0.294333, 1.120391, -3.806546, -1.732670, -1.488392, -1.750578, -1.425441, -1.837993, -0.453309, -0.021062, -0.439592, -0.821239, -34.261856, -0.899557, -0.915350, -1.004296, -3.315969, -1.687276, -0.628951, -0.398173, -0.360972, -2.828764, -1.286013, -1.304951, -1.134603, -1.111110, 0.025805, -0.174319, 0.339178, 0.741338, -2.533968, -0.012807, -1.010692, -0.359891, -1.677695, -0.900079, 2.735614, 0.403087, 1.900557, -1.226322, 0.814344, -0.029031, -1.314952, -0.212707, -1.488736, -1.067840, -1.144192, 0.698597, -1.597987, 0.130042, 1.301131, -0.035969, -0.761075, 0.332615, -0.478229, -1.458829, -2.709331, 0.483375, -2.386286, -1.536096, 0.654087, -1.809727, -1.398824, -0.637988, -2.767681, -1.510186, -1.366105, 0.545210, 0.916489, -1.136748, 0.635708, 0.753801, -1.549118, -1.410578, 0.713826, -1.301919, -0.743792, -0.790532, -1.689553, 0.529373, 0.661789, -1.170169, 0.767036, -0.390248, -1.701747, -1.193462, -2.176223, -0.354404, 8.756249, 1.931513, -0.458305, NaN, G, NaN, NaN, I
-0.200654, -2.032793, 29.518848, 0.254636, 1.289471, 0.994088, -0.792438, 0.325996, -1.311623, -2.357758, -0.718434, -0.736982, 0.901369, 0.634988, 0.420566, -1.002344, -32.784477, -0.539834, 0.398838, 0.842561, -0.109695, 0.889771, -0.428013, -0.876228, 2.333287, -1.580862, 0.629236, 0.494303, -1.139679, -0.095150, 0.355989, 1.185736, -0.457380, 2.502268, -1.003924, 0.769985, -0.009565, -0.924700, -0.184797, -1.236865, 2.429898, 0.855861, 2.820024, -0.356323, 0.402227, -0.801167, -0.352420, 1.986179, -2.518652, 0.636154, -0.238299, 2.292108, -0.764720, 1.170029, 2.098305, 2.035963, 0.546276, 0.967116, 0.441738, -1.582282, -1.560603, 2.314517, -0.706685, -0.028722, 1.317629, 0.422343, -0.866075, 0.753860, 0.372496, -1.007368, 0.839067, -0.805911, -0.203837, -1.768057, 0.634982, 0.463158, -2.196212, -0.115127, -0.771148, -2.229777, 0.765691, 0.340300, 0.869886, 1.736441, -0.343444, -0.251872, -0.133894, -0.528101, 0.003466, 0.189147, -0.962562, 1.114614, 7.520586, -0.330933, 0.724981, G, NaN, J, I, K
0.490211, 0.990861, 30.388635, 0.393471, 2.202388, 3.137790, -0.127082, 1.801329, 1.140412, 1.014685, -0.893153, 0.502090, 0.322440, 1.718209, 0.933498, 0.851113, -31.069275, -0.139912, 2.495165, 0.163475, -0.387836, 2.245128, 0.047559, 0.492081, 0.530087, 1.146961, 0.816570, -0.499014, 2.103111, -0.251400, 2.014866, 1.681030, 3.022879, 4.128125, -0.285415, 1.134079, 1.831845, 1.347739, -0.051314, 0.850524, 3.956292, 2.770844, 4.718127, 1.990012, 3.305950, 1.711916, 1.108312, 2.456791, 0.715098, 0.193766, 2.289634, 2.730850, 1.427178, 1.878322, 3.469780, 2.166240, 0.254199, 2.216179, 2.302555, 1.569096, -0.237540, 2.647553, 2.063176, 1.516172, 0.634027, 0.824948, 0.923871, 1.201732, 0.492875, -0.300097, -1.128045, 1.772268, 2.431530, 1.379760, 3.049648, 2.826670, 0.898565, 1.239276, 2.774991, 2.606606, 1.287969, 1.035594, 0.772791, 2.668729, 2.850274, 0.053201, 0.088484, 2.836774, -1.271763, 1.235095, 0.933079, 1.592386, 9.147500, 2.619171, 2.210777, G, G, K, H, H
-0.734538, -2.039217, 30.949940, -0.811329, -1.003806, 1.941485, -1.560374, -0.470462, -1.803964, -2.962725, -1.665714, 0.354159, -1.134382, -0.927166, -0.356738, -1.247009, -33.827493, -0.853705, 0.140017, -0.295620, -0.797878, 0.801241, -1.455626, -0.967990, 0.415710, -1.469619, 0.859469, 0.663421, -2.538808, -0.181926, -0.475325, 0.459666, -0.558295, 0.736500, -1.560515, -0.676823, -0.784644, -0.358833, -0.396502, -0.944356, -0.378295, -1.456597, 0.289615, -0.237999, -1.289582, -1.093441, -0.245233, 0.313951, -2.878426, -0.716003, -1.055422, -0.716057, -1.468663, -1.534693, -1.491688, -1.496750, -1.891563, -0.052217, -0.216047, -2.043801, -2.237221, 0.206748, -2.186804, -0.869486, -0.426703, 0.043303, -1.556580, -1.138750, -0.460941, -2.610730, 0.072717, -1.143562, -0.025332, -1.187086, 0.492245, 0.291441, -1.570506, -1.120794, -0.621197, -4.228469, -0.923256, -1.648125, -1.662025, 0.955428, -0.273931, -0.033817, -0.592443, 0.535717, -1.470838, -2.083316, 0.546965, 1.465809, 7.075648, -0.799966, -0.403831, J, J, H, G, NaN
