y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
8.129108, 0.751254, -2.826793, 28.861550, -1.625396, -0.123560, 0.570469, -0.695015, 1.033273, 0.234545, -2.001916, -1.816383, -1.398100, -0.913201, 0.751359, 1.168905, -0.276695, -32.635645, -1.061539, -0.484498, -1.032064, -1.105035, -0.545957, -0.530149, -0.347269, 1.052347, -2.464138, 0.327035, -0.906478, -2.089695, -0.627115, -0.307959, 0.771234, 0.441333, 1.721060, -3.433755, -0.050973, -0.166353, -0.470578, -0.953992, -0.354473, 1.760214, -0.351370, 2.793757, 0.468105, 1.030542, 0.579024, -0.481493, 0.903601, -2.960666, -2.035477, -1.311577, 0.222898, -1.274627, -0.731259, 2.252225, 0.312544, -1.056232, -0.047387, 1.559390, -0.374399, -1.956045, 2.339854, -0.596521, 1.003870, -1.396290, -0.047390, -1.484908, 2.165521, -0.594081, -0.681334, -1.274196, -0.384609, -1.280692, -1.645642, 0.396893, 0.323590, -2.653576, 0.827528, 0.198662, -2.269413, -0.273262, -1.151964, -0.419270, 1.824042, 0.698540, 0.046594, -1.348861, 0.610035, -0.609387, -0.758694, -0.747541, 1.474232, 5.365041, 0.222219, 1.083322, I, J, H, I, G
13.842018, 1.666000, 1.757941, 31.848377, 1.425489, 2.166249, 3.885411, 0.299029, 1.147984, 1.542628, -0.688315, 0.265908, 1.965239, -0.631557, 1.575321, 2.088100, 0.161743, -31.352428, 1.980844, 1.367884, 1.277444, 0.561403, 2.550326, -0.155631, 2.342951, 1.094887, 1.249460, 3.075434, 1.553074, 2.201277, 0.426017, 1.583389, 1.572761, 3.128740, 3.538463, -0.051190, 1.106443, 0.784917, 0.351616, 0.973135, 1.455703, 3.912411, 2.557637, 4.331901, 1.624954, 2.997028, 1.383301, 0.095661, 0.889046, 1.789499, 0.143698, 1.472318, 1.194809, 0.768389, 1.018856, 2.364078, 0.463040, -0.328617, 1.297252, 3.453694, 1.425176, -0.297189, 2.777607, 0.963009, 0.726618, 1.391507, 1.155824, 0.398124, 1.915134, -0.413053, 0.439261, 0.649273, 1.469604, 1.681116, 1.742668, 2.846072, 2.806548, 1.247085, 0.605174, 2.156669, 0.150088, 0.958050, -0.408018, 1.255902, 2.023329, 1.812082, 1.094011, 1.816370, 3.414667, -0.083978, -0.414760, 1.548961, 2.603280, 7.693444, 2.361260, 0.219667, J, K, NaN, H, K
4.640299, 2.241350, 0.004615, 29.746239, 0.730700, 1.690652, 1.607268, -0.483985, -0.472219, -0.323414, -1.172211, 0.372366, -0.299234, 1.025783, 0.477122, -0.769115, -1.310758, -33.384729, 0.443237, 0.610281, 0.164203, 0.784790, 2.095310, -0.671360, 0.064593, 1.938130, 2.144609, 1.122699, -1.034770, 0.569637, 0.365872, 1.281295, 1.929236, 1.871220, 2.320911, 0.491786, 0.218918, 0.485460, 1.417127, -0.765025, -0.836944, 1.087657, 1.463612, 1.628725, -0.494681, 2.566045, 0.433933, 0.648096, 1.676817, -0.810567, 0.158085, 1.424749, 0.238622, -0.676862, -1.094083, 2.647517, 0.566506, -0.450624, -0.017508, 0.715591, 0.024900, -0.681726, 0.197771, 1.444433, 1.366265, -0.875160, 0.192486, -1.337689, 0.657458, -0.279373, 0.626916, -0.136236, -0.058693, 0.514191, 0.883093, 1.466632, 0.357450, -0.319105, 0.564421, -0.032209, 0.818512, 1.506244, -0.966768, 1.958007, 1.426596, -0.690835, 0.918076, 1.950246, 0.757122, 0.389182, 0.268087, 1.174009, 0.537750, 8.383011, 0.772920, 0.617681, G, I, H, J, I
-1.768815, -0.663234, -0.646719, 30.840081, -0.346877, -0.244493, -0.455507, -3.666816, -1.140911, -0.688293, -1.126390, -1.205174, -0.835594, -0.411715, 0.098663, -1.152131, -2.246641, -33.327603, -0.648499, -0.859524, -0.406776, -1.776326, -0.591185, 0.455719, -1.794422, -0.524733, -0.926086, -0.750892, -0.805108, -1.348793, 0.006709, -0.943504, -0.542687, 0.650596, 0.415858, -1.594452, -1.047219, 0.151359, -1.081471, -1.076372, -2.343316, 1.240212, -0.250177, 1.881814, -0.939771, 0.386598, -1.852755, -1.085850, 0.184738, -2.699688, -1.573466, -1.771308, 1.294479, -1.698373, -0.589892, -0.181187, -1.218644, -0.490982, -0.455506, -0.969941, -1.795971, -2.274273, 1.320180, -0.563102, -0.848857, -0.589714, 0.135917, -1.030360, -0.436759, -1.756742, -2.641178, -1.750528, -0.051706, 0.461530, -1.301497, -0.205847, 0.877102, -1.729427, -1.978382, 0.396198, -1.923741, -2.255390, -1.125908, -0.335129, 1.411582, 0.154970, -0.252711, -1.393660, -0.358831, -1.356148, -1.433124, 0.521879, 1.017175, 7.685636, 1.010257, -0.959447, I, I, J, I, J
8.767426, 1.448578, -2.477406, 27.500740, 0.966652, -0.180629, 2.570599, -2.125825, -0.156581, -2.041809, -2.697853, -2.747098, -0.827038, -0.994276, -1.131380, 0.418765, -1.144548, -33.857453, -0.030846, -0.142402, -1.903945, -1.623896, 1.105858, -1.832405, -0.088911, 0.495267, -0.820932, -0.111726, -0.841861, -0.941393, -2.867825, 1.077597, -0.188076, -0.456864, 1.479529, -2.248013, -0.374351, -2.494402, -1.324415, -0.580247, -1.457827, 1.408765, -1.429553, 1.373776, -1.736748, 1.176962, -1.452385, 1.142855, 1.508154, -1.324739, -2.792272, -0.646271, -1.194253, -1.921233, -1.705110, 2.188395, -0.745200, 0.259193, -1.026897, 0.428384, -1.651242, -3.255467, -1.498254, -1.818018, -0.651787, -0.422704, -2.040884, -2.554452, -0.654207, -1.879893, -2.835353, 0.610343, -1.262212, -1.484590, -1.703403, 0.530055, -0.383078, -2.115589, -1.482878, 0.897047, -2.411651, -0.902196, -1.753405, 0.130018, 0.113606, -1.763283, -1.271662, -0.431592, -0.341095, -0.599027, -2.006865, -0.977307, -0.776332, 7.105208, -1.661208, -1.071723, K, H, NaN, K, H
4.211669, -1.114967, -1.934688, 28.899107, -0.805678, -0.034067, 0.802361, -2.780201, -1.104147, -0.890740, -3.353564, -2.855874, -3.075634, -1.240162, -2.072752, -1.123400, -2.610424, -34.335152, -1.429918, -0.878789, 0.323482, -1.334312, -0.830702, -1.735686, -0.436814, -0.625123, -3.010660, -0.311600, -1.702542, -2.657371, 0.136320, 0.305326, -0.762108, -1.412623, 0.104674, -3.664044, -1.280277, -0.342279, -2.702106, -0.803743, -1.084197, 2.292549, -2.060728, 1.425586, -0.609395, 0.851616, -1.296367, -1.736683, 1.350525, -3.050282, -1.712479, -2.440221, 0.571861, -2.175279, -1.413910, 0.699038, -0.866304, 0.576072, -2.804956, -1.027234, -2.944626, -3.023069, 0.335800, -1.304942, -1.535937, -0.244624, -0.366726, -1.954182, -1.638623, -2.253566, -3.583767, -1.109620, -2.216312, -0.655364, -1.204566, -0.144057, -0.171139, -3.381254, -1.463780, -1.067755, -2.350601, -0.848129, 0.166386, 0.274124, 0.475751, 0.465761, -1.860467, -1.941335, -0.744067, -0.860472, -2.643037, -1.439983, 0.595825, 7.513840, -0.732936, -1.738952, J, J, NaN, J, G
2.291854, 0.879404, -0.211616, 29.969548, 0.677349, 1.083282, 1.724618, -0.830401, 0.639601, 0.108848, -0.528423, -0.899211, -0.254218, 2.160089, 0.372394, 2.019962, -1.795837, -33.304791, 0.804983, -0.406617, 0.197431, -0.523503, 0.566379, 1.451517, 0.482639, 0.217985, 0.591405, 0.113035, 0.082397, 0.800376, 0.064707, -0.610433, 1.563842, 1.810958, 2.077147, -0.670144, 0.058087, 1.618846, -0.246306, -0.162169, -0.439926, 2.900203, 1.807826, 1.905612, 0.457094, 2.502764, -1.016191, 0.868226, 1.693206, -0.692187, -0.742667, -0.229622, 1.604481, -1.607163, -1.160036, 1.914449, -0.048342, -0.192923, -0.083621, 1.726727, -0.716805, -0.071084, 1.369344, 0.236093, -0.584194, 0.035179, 0.234411, -1.097057, -0.521785, -1.179198, -1.813764, -1.065956, 0.327492, 0.081451, 0.676769, 1.106369, 1.047577, -1.356253, -0.894213, 0.346685, -1.613877, -0.393210, 1.165231, 1.631517, 2.962207, 0.216320, -0.077851, 0.644754, 0.172866, 0.326986, -1.340424, 1.391966, 1.698275, 8.208042, 0.693095, 1.068569, G, H, J, H, G
8.426861, 0.686760, -0.518112, 30.332959, 0.559145, 0.823234, 1.878850, 0.036226, 1.183149, 1.269226, -1.378595, -2.050231, -0.150755, -0.065422, -0.368244, 1.541055, -0.618714, -33.054148, -0.616955, 1.146094, -0.505580, -0.959059, 0.805024, 0.876526, 1.192235, 0.396983, -0.582912, -0.063557, 0.516104, -0.181659, -0.014757, 0.081313, 1.037872, 0.785665, 3.163590, -0.465862, -1.432650, 2.172706, 0.920881, -0.373508, 1.780430, 2.587263, 0.802349, 0.623452, 1.136921, 2.576931, -1.010201, -0.124760, 1.050650, -1.554124, -0.190588, -1.053822, 1.409817, 0.187718, -1.029589, 2.209460, -0.053774, 0.123873, 0.834941, 2.140176, 1.496602, -0.650709, 2.799909, 0.055840, 0.165053, 0.332683, 0.910086, -0.831354, 0.999205, -0.937119, -0.253764, -1.435172, 0.572719, 0.211204, 0.258224, 2.729729, 1.520180, -0.378520, 0.008942, 1.546272, -1.078387, -1.230818, -0.548033, 0.280774, 0.639347, 2.374214, -0.400041, -0.209732, 1.519694, -0.062581, -1.284467, 1.829624, 2.281636, 6.394861, 0.183005, 1.973892, G, G, G, J, NaN
1.872370, 1.888594, -0.250866, 31.861122, 0.310690, 0.471471, 1.511463, -0.490104, 1.313378, -0.008051, -1.298338, 0.531547, 1.022918, 1.458701, 0.942997, 2.402168, 0.998827, -32.641883, 1.034925, 0.848458, 2.429112, 0.767109, 2.682677, -0.034825, 2.481286, 2.008871, 0.831051, 2.853177, -0.275381, 0.579570, 0.744172, 3.167125, 2.842789, 2.709756, 1.215743, -0.272536, 1.193459, 1.035528, 1.269349, 1.571479, 0.005813, 3.802505, 0.029760, 2.353693, -0.072962, 1.604741, 0.640607, 0.913314, 2.511388, 1.477228, -0.688544, 0.855933, 1.877281, -0.494969, -0.070209, 2.028270, 0.895110, 1.024904, -0.166021, 1.980069, -0.705003, -0.554845, 2.291728, 0.712536, 1.157606, 0.795285, 0.796982, -0.627057, 1.830945, -0.808344, -0.668404, 1.473484, 0.699826, 0.961320, 2.476765, 2.083497, 2.079013, -0.327959, 1.436227, 1.562095, -1.042783, 0.153672, 0.420935, 1.118537, 2.516856, 0.944375, 2.128165, 1.021857, 2.042685, 0.896018, -0.522889, 2.209588, 2.677667, 7.258285, 2.160215, 1.102298, NaN, K, H, G, J
1.199665, 1.052621, -0.319332, 32.056621, 0.146417, 1.378391, 2.677561, 0.581035, 0.669616, -0.815131, -1.411626, -1.730084, 0.605184, -0.727813, 1.146313, -0.397795, -0.090399, -32.498944, -0.396366, 1.602861, 1.327891, -0.000815, 2.508226, -0.049888, 0.545297, 0.816951, 0.157640, -0.525038, -0.829182, 0.712060, -0.211296, 1.357280, 0.551179, 0.913704, 2.033691, -0.761072, -1.001181, 0.561846, 0.701841, 0.398855, 0.765634, 1.799720, 1.340979, 0.956997, 0.522497, 2.724121, -0.584002, -0.242032, 1.141949, -0.033675, 0.618265, -0.883867, 1.153409, -0.120549, 0.312421, 1.252091, -0.683220, 0.390256, 0.510572, 0.817860, 1.480830, -0.761088, 1.735864, -1.593797, 1.782941, -0.222186, 1.415748, -0.898258, 0.369703, 0.146427, 0.424949, -0.357728, 0.422572, 0.269077, -0.533252, 0.897216, 1.009945, 0.391738, 0.099762, 1.679614, 0.683366, -0.437980, -0.083751, 0.333964, 0.679613, 1.696436, -0.391020, -0.106675, 1.768239, -0.277058, 0.854027, 0.917940, 2.270929, 7.666257, 0.452120, 0.318454, I, H, I, H, I
-2.614411, 0.828741, 0.638079, 32.865777, 0.335561, 1.496081, 1.436706, -0.138864, 1.070771, 2.075144, -2.199626, -0.091157, 1.595528, 0.799616, 1.808138, 2.178141, 2.045629, -31.503240, 1.774403, 1.881570, 1.942175, 2.361524, 1.946518, 1.349650, 2.051432, 1.650615, 1.671331, 1.724567, 0.989683, 1.303141, 1.572160, 2.179893, 2.602557, 3.756787, 1.657053, 1.249298, 0.475314, 3.347487, 1.376358, 0.894889, 2.510155, 3.347773, 4.306943, 1.667297, 1.681207, 4.808200, 0.515758, 1.790543, 2.782067, 1.240234, 0.672975, 0.418019, 4.239809, -1.325745, 1.671213, 2.157408, 0.130806, 1.016027, 0.947768, 2.607586, 0.842674, 0.771375, 3.425137, 1.955653, 0.537770, 1.060099, 1.164067, 1.570429, 2.061834, -1.239380, -0.173188, 0.950746, 1.720697, 2.578128, 1.016121, 2.609943, 3.040416, 0.600237, 2.072872, 2.948661, 0.552563, 0.141332, 2.506554, 0.633812, 2.737605, 2.621916, 1.382426, 1.218853, 2.318984, 1.723471, 0.991572, 2.413688, 4.337080, 7.376829, 1.718090, 2.183441, J, K, I, H, H
4.373129, 0.589928, -0.789116, 29.245827, 1.677451, 0.041705, 3.030038, -1.416676, 1.272106, -0.159707, -1.247942, -2.351865, -0.491928, -0.523094, 0.060256, 1.800251, -0.177772, -32.518224, -0.437782, 0.814432, -0.299162, -0.602089, 0.581159, -0.763715, 2.003229, 1.172444, 0.093165, 0.060844, -0.055936, 0.736678, -1.801602, 2.181098, 0.378523, 1.413437, 0.590131, -1.861804, -1.244008, -0.210643, -0.175190, 1.496901, 1.725743, 3.869569, 0.161819, 1.287812, -0.281097, 2.480096, 0.203305, -0.775661, 1.848621, 2.064437, -0.258108, -0.018424, 0.373034, -0.236827, 0.671917, 2.529477, 0.089148, 2.108580, -0.391205, 1.883560, 0.194749, -1.699261, 1.351073, -0.903468, 1.048865, 2.545514, 0.828280, -0.728865, 0.497094, -1.950917, -1.299345, 1.240315, -0.539229, 1.100329, 0.910130, 1.769878, 3.063040, 0.021027, 0.277470, 3.107082, 0.374352, -0.290512, -0.361426, -0.727122, 1.427187, 1.749841, 0.509672, 0.207941, 1.717253, -1.755673, -1.674524, -0.766018, 1.517650, 6.632407, 1.900984, -0.235687, NaN, NaN, NaN, J, H
4.578191, -0.756870, -0.326795, 29.728800, 0.027735, 1.200323, 0.665237, -0.596260, -0.587135, -0.134358, -4.181738, -1.366612, -0.532692, -0.891991, -0.235672, -0.782942, -1.257042, -34.573633, -0.219449, 0.283551, 0.117366, -0.193990, 1.800298, -1.501080, -0.374431, -0.143422, -0.040727, 0.416624, -0.908716, -1.420208, -0.417963, 0.373694, 0.444801, 0.192730, 2.392416, -1.042680, -2.301389, 1.264711, -0.186439, 0.482267, 0.015087, 2.041594, 0.749774, 1.489385, -0.048583, 1.789523, -1.491724, -1.240277, 0.805289, -1.718996, 0.455526, -1.491774, 1.057038, -0.051147, -1.251180, 2.305963, 0.669793, 1.564241, -1.256038, -0.899581, -0.812126, -2.713744, 1.359019, 0.263170, -0.421978, -0.989589, -1.120353, -2.832241, 0.047612, -1.436665, -1.074540, 0.334870, -1.238389, -0.214185, -1.599699, 0.293709, 0.432367, -1.067830, -0.357123, 0.235821, -1.485713, -0.333608, -0.500270, -0.145931, 0.723625, 0.568661, -1.540794, -1.214638, -0.076988, 0.649266, -0.167716, 1.297789, 2.783314, 6.844083, 0.119871, 0.439330, J, K, H, K, J
6.507197, -0.098508, -0.511530, 28.269235, -1.554689, 0.551274, 0.752961, -2.845915, -0.206093, -1.212275, -2.244845, -2.153319, -0.542430, 0.158581, -1.460416, 1.433369, -1.700804, -32.963301, 0.460701, -1.157792, -0.413917, -1.597512, -1.040744, -0.149490, -1.509683, -0.439403, 0.615750, 0.138586, -2.036326, -0.805324, -1.210928, -0.268242, 0.265473, 0.690617, 0.624343, -1.418977, 0.756809, 0.212564, -0.654643, -0.325923, -1.946346, 2.106513, -0.067282, 1.010534, -1.768889, -0.505953, -1.246176, -1.161989, 0.327979, -1.479939, -1.597102, 0.572103, 0.094414, -2.659066, -1.642102, 0.564573, -0.979294, -2.066131, -0.122486, -1.003316, -2.716092, -1.900769, 1.975911, -1.927819, -1.964774, -1.904622, -1.054032, -2.742083, 0.692811, -1.707521, -2.799907, -0.990792, -2.108496, 0.209173, -0.893453, 0.588927, 1.135158, -3.094583, -1.347697, -1.223180, -3.251867, -0.159924, -0.246475, -1.151267, 1.447949, -0.809732, -0.036700, -0.317221, -1.151897, -1.981797, -2.812390, -0.521514, -0.847461, 4.696180, -0.378736, -0.845147, G, G, J, J, H
7.119439, -0.323668, 0.247841, 29.260582, 0.024627, 1.343034, 0.771537, -1.747187, 0.500322, 0.882014, -1.473871, -1.330025, 0.521681, -1.576949, -0.665264, 0.895097, -0.657847, -31.733432, -0.282873, 0.581033, -0.111938, -1.061683, -0.126757, -0.347741, 0.079588, -0.383037, 0.326381, 0.678685, -1.107777, 0.077799, -0.086194, 0.608959, 0.263895, 2.239870, 2.843743, -0.813301, -1.317977, 0.922010, 0.598411, 0.287872, 0.924745, 2.599352, -0.135422, 1.409922, 1.245531, 0.729139, -0.417533, -0.802564, 1.380225, -0.811248, -0.066858, -0.858292, 1.474415, -0.780837, -0.266330, 1.860522, -0.568095, -0.122236, 0.399284, 0.847213, -0.293975, -0.030830, 3.531744, 0.614684, -0.715962, -1.525204, 0.470309, -2.608890, -0.695374, -1.002597, -1.443133, -0.984300, -0.679985, 0.963140, -0.441218, 0.049751, 2.169506, 0.005363, -0.257482, 1.134772, -2.614409, -0.927027, -0.189874, -0.356660, 3.646063, 0.686853, 0.160109, -1.552500, 0.363641, 0.082366, -0.221804, 2.244087, 2.344808, 6.102695, 1.916774, 1.196627, I, NaN, NaN, J, G
9.165911, 0.849099, 0.484018, 28.835892, 1.298915, 3.126364, 1.876240, -2.024423, 1.305713, -0.316848, -0.039302, -2.583679, 0.573544, -1.993215, -1.038374, 1.008056, -1.097630, -32.888046, -0.073057, 0.122979, 0.090705, -2.045724, 0.512493, -0.275578, -0.579245, -0.582224, -2.107708, 1.723406, -0.952067, -1.495835, -0.522180, 0.701195, 0.812615, -0.280642, 2.217545, -2.083796, -0.013470, 0.453843, -0.182618, 0.035031, -1.174316, 2.384313, -1.215410, 1.782278, -0.827396, -0.625194, -0.680490, -0.765660, 1.225656, -2.440179, -2.615727, 0.612774, -0.086402, 0.138054, -0.894433, 1.582892, -0.311167, -0.586616, 0.784083, -1.193001, -2.779233, -2.097034, 2.665156, -0.000149, -1.655420, -0.146591, 0.488769, -2.810642, 0.334859, 0.283826, -2.316616, 1.148670, -1.327711, 0.667585, -1.893295, 1.792229, 0.578751, -1.575488, -1.383138, 0.033342, -3.406971, -0.241214, -2.348623, 1.010158, 1.897121, 0.761698, 0.581397, 0.840261, 1.027778, -1.106326, -3.940107, -0.086409, 0.343211, 5.923596, -0.016943, -0.309182, I, H, J, G, K
13.499350, -3.145814, -2.799456, 28.357936, -2.418216, -0.898854, -1.347069, -3.144313, -0.567096, -1.919060, -3.146599, -3.444842, -0.752120, -2.620952, -1.786098, -1.513511, -0.692761, -35.379561, -1.725648, -0.716628, -2.398788, -3.126700, -1.703203, -2.302362, -1.940967, -1.909807, -3.705372, -0.698833, -1.444499, -2.757282, -2.492864, -1.584642, -0.803030, -0.627098, 0.009704, -3.070786, -2.585542, -0.398791, -0.888398, -1.666196, -1.810978, 1.202350, -0.895874, 0.707335, -2.087636, 0.651298, -2.054139, -1.380405, -0.012143, -3.251758, -1.856683, -1.710001, -0.191293, -2.591359, 0.064144, -1.316902, -1.089841, -2.140595, -1.118561, -1.949235, -2.654771, -4.771006, 1.153534, -0.709063, -2.232509, -0.567877, -2.147267, -1.016096, -2.625376, -2.664925, -3.344411, -1.915125, -1.784714, 0.131831, -2.394408, -0.481258, -0.324225, -2.392329, -0.503943, -0.856721, -3.215605, -1.963351, -1.160854, -1.944383, 0.465717, -0.121828, -1.624132, -2.262252, -0.803874, -1.665929, -2.220392, -2.149447, 0.628737, 6.721345, -1.268087, -1.322125, J, J, J, J, J
9.403808, 0.269956, -1.521629, 29.687201, 0.648910, 0.373768, 2.217516, -0.642697, 1.054449, -0.205264, -1.374590, -1.477265, -1.252703, 0.526827, -1.295739, 1.951961, -0.866204, -33.609864, 0.198114, 0.260580, 0.959331, -2.234106, 1.920915, 0.703516, 0.210017, 0.732144, -0.349957, 0.361546, -0.293722, -1.053536, -0.937900, 0.569076, 0.638908, 1.619388, 1.557487, -1.439644, -1.414244, 2.178477, 0.510484, -0.558950, -0.785520, 2.461092, -0.082237, 1.307032, -0.301377, 0.783878, -1.554717, -0.260982, 2.617822, -2.844024, -1.055507, 0.550933, -1.134565, -1.240342, 0.540075, 2.160614, 0.683554, 0.454575, 0.698297, -1.251852, -0.433591, -1.364040, 0.179865, 0.250928, 0.057520, -0.357274, -0.004762, -0.568367, 1.674267, -1.720841, -1.479758, 0.594560, -0.396187, 0.015017, 0.265916, 1.331456, 2.533914, -1.410353, 0.774881, -1.248296, -1.174051, -0.032140, -1.531105, 1.557327, 1.726019, 2.276401, -0.085902, -0.253853, -0.215506, -0.251509, -2.322355, -1.457290, 1.447645, 6.690711, -1.123689, -0.324968, H, I, H, I, NaN
-3.315507, -0.447326, -2.780850, 29.449225, -0.419680, -1.409263, 0.733099, -2.788292, -1.149669, -2.839013, -2.877938, -1.994604, -2.070624, -0.458792, -0.524177, 0.700855, -3.030318, -34.970854, 0.502794, -1.573563, -1.338658, -2.856486, -0.434034, -0.567680, -2.336800, -1.513865, -1.368176, -0.652415, -2.285889, -3.019972, -1.783827, -1.610823, -0.558314, 0.454459, 0.015457, -4.255373, -1.334564, -0.351837, -0.998166, -0.594275, -3.189792, 0.967335, -0.207750, -0.409726, -1.414487, -0.081307, -1.467596, -1.546832, 0.095012, -2.613775, -2.318562, -3.472314, 1.094137, -2.767532, -2.604225, 0.363477, -1.454611, -2.133614, -1.257877, -0.463410, -3.752978, -2.113842, -0.292752, -2.245032, -1.417692, -2.695103, -2.410877, -3.018749, -0.309176, -1.971611, -3.272487, -2.518055, -2.086173, -1.566899, -2.535485, -0.068523, 0.503638, -3.186260, -3.891003, -0.908474, -3.409808, -2.110991, 0.050398, -1.263179, 0.907490, -0.563837, -2.393286, -1.923139, -2.187573, -1.288973, -4.614190, -1.205453, 0.136594, 4.058771, -1.742431, -1.724824, J, K, J, G, NaN
0.279390, 0.726919, -1.316275, 30.463028, 0.465871, -0.811291, 1.677036, -0.979677, 2.112588, -1.271396, -2.040430, -1.934536, -1.448560, -0.558136, 0.524430, 0.783787, -0.279264, -33.251152, -1.144455, 3.969852, 0.857115, -1.736859, 0.459962, -1.353559, 0.212410, 3.151554, -3.549466, 1.734352, -1.638767, -1.755625, 0.753841, 0.819596, -0.308623, -0.127217, 3.355806, -2.575085, -0.432286, -0.349475, 1.269468, -0.606674, -0.556176, 2.249708, -0.110529, -0.005157, 2.132456, 1.198139, -1.086831, -0.727647, 2.201152, -2.262786, 0.657219, -1.076079, 3.359391, -0.492938, 1.343224, 1.741294, 3.237881, 0.553744, 1.714997, 3.050715, -1.030714, -1.628722, 2.232546, 0.802936, -0.204928, 0.143747, -0.536991, 0.168253, -0.512831, 0.133027, -0.769358, -0.932450, -0.019483, 2.154345, -1.271032, 1.396356, 1.430601, -0.740360, -0.721709, 1.884557, -3.113939, -1.934277, 0.376295, 0.317234, 1.195319, 0.651365, 1.111734, -0.995771, -0.081620, 1.118093, -0.793473, -1.870349, 2.294443, 6.940108, -0.499757, 1.380481, NaN, NaN, G, J, I
32.264187, 1.050861, -0.977280, 28.490949, -1.607224, -1.011191, 0.732137, -2.855320, -0.630190, -0.872202, -3.224726, -3.017715, -1.708250, -0.820394, -3.714588, -0.116818, -1.901018, -34.600117, -0.894315, -1.124250, -0.958592, -2.936408, -0.893611, -1.283580, -1.140374, -0.419315, -1.618081, -0.579208, -2.643990, -0.977800, -1.507561, -1.084372, -0.215310, -0.308107, 1.747764, -2.222660, -2.276467, -0.909648, -0.971101, -1.408282, -1.305978, 1.816738, -1.711600, -0.801315, -0.897166, -0.220508, -2.737084, -1.569426, -1.277800, -1.844982, -2.769460, -0.943936, -2.014221, -1.101801, -2.975878, 0.805581, -2.702299, -1.100763, -2.379882, -0.289328, -1.787393, -3.538651, 0.281468, -2.850464, -1.665428, -2.470182, -0.207761, -3.554465, -0.539102, -2.715374, -3.567797, -0.653820, -3.586717, -1.616711, -2.163780, 0.374467, 0.014219, -1.839687, -1.105189, 0.308349, -3.101852, -3.560099, -2.817297, -1.448725, -0.352207, -0.897599, -0.074766, -2.352396, -1.591630, -1.924499, -2.862987, 1.051859, -0.137101, 5.590872, -1.222246, -2.323509, H, K, I, J, J
0.718945, 0.063265, -1.434586, 30.348980, -0.023318, -0.289279, 0.750067, 0.263648, 0.531280, -0.011424, -0.135325, -1.496741, -0.900731, -0.517240, -0.099746, 0.992143, 0.054957, -31.955384, 0.105178, 2.965523, -0.919069, -0.283655, 0.849632, -0.406865, -1.572794, 0.097176, -1.199842, 2.181955, -0.782693, -1.020191, -0.977844, -0.390852, 0.646865, 1.347536, 2.446137, -1.932280, 0.073242, 0.375302, 0.592960, -1.163730, -0.190056, 3.334052, -0.296997, 1.127811, 0.848479, 1.911079, 0.624973, 0.128514, 0.734092, -1.844109, -0.968127, -1.143340, 2.019209, -0.982683, 0.730455, 0.296035, 0.064567, -1.091364, 0.828143, 3.040603, -0.330867, -0.619088, 1.542330, 0.490834, 1.643477, -0.033995, 1.947217, 1.031379, 0.638977, 0.587338, -0.524546, -1.088189, -1.355242, -0.642534, -0.567038, 1.522256, 2.442349, -0.793443, 0.953543, 0.036809, -2.216888, -0.983293, 0.439806, -0.289009, 1.686619, 1.202446, 1.388801, -1.274153, 0.179737, 0.820599, -1.343399, 0.118010, 2.517081, 6.872246, -0.550082, -0.018390, I, H, G, K, H
8.230168, 2.394221, -2.217830, 31.150063, 0.846171, 2.179961, 4.105578, -0.814744, 1.806682, -1.291124, -0.146652, -0.483044, 0.042724, 1.591510, 0.742534, 1.586410, 0.484864, -31.140196, 1.594191, 0.516335, 1.632694, -1.112203, 2.486081, 1.663518, 0.889994, 3.698326, -0.722590, 0.064658, 1.559307, -0.333575, 0.511530, 0.906139, 1.889626, 2.558137, 4.138144, -1.726680, 1.307415, 0.655410, 2.631941, 1.069043, -1.121633, 4.036243, 2.416313, 2.944413, 1.564461, 3.062671, -0.226939, 0.806875, 2.670511, -0.597927, 0.201983, 1.232959, 1.499386, 1.890899, 1.694475, 4.322068, 0.717320, 1.261216, 2.278977, 2.080494, 0.989368, -0.545641, 1.805989, -0.994071, 1.299444, -0.011947, 0.225039, 0.729103, 1.733810, -0.504188, -0.082453, 1.089504, 0.645589, -0.392578, 0.759570, 3.174820, 1.909289, 0.702330, 0.157693, 3.098705, -0.722103, 0.938414, 0.049314, -0.305753, 1.415774, 0.533768, 1.055297, 0.276659, 1.982703, 1.663981, 0.555128, 0.176469, 1.293855, 8.701998, 0.751579, 0.607602, K, I, K, H, I
